bf7dabd009a2d6773faa96c05e708533a1c1a3b1,/,/.1,    [maven-release-plugin] rollback the release of mahout-14.1,/.2,/.3,100
ee9c8f2e7539d251eff517a3dfdba7f1c2d3092d,/,/,    NOJIRA: Updating release version on home page and changing hard-coded download link to dynamic.,/,/,100
3af776fca6bff7d0075c90cc2bf5560cb5a64b72,/,/,    NOJIRA: Adding comment about class not found error in example in README.,/,/,100
a206853e76fd1f2e10c2112da3bb2e7b1ad2001a,/,/,    Merge pull request #368 from apache/how-to-release-edits,/,/,100
a42847b801842748c0da03ed13f7ded0879acef9,/,/,    NOJIRA: Editing release instructions,/,/,100
63c4eda7a481d0f9296e3cdae23ba22d86514a79,/,/,    [maven-release-plugin] prepare for next development iteration,/,/,100
bfa829c146aeef367ac8d45124561307d73a9069,/,/,    [maven-release-plugin] prepare release mahout-0.14.0,/,/,100
c6afcf033c340493143031b91dc706ac2e7ea122,/,/,    [maven-release-plugin] rollback the release of mahout-0.14.0,/,/,100
7ccda509fc328f394a744315738e0d0cac4681eb,/,/,    [maven-release-plugin] prepare release mahout-0.14.0,/,/,100
0542e4034f55b113e40ffc3c80d4c05ab6622077,/,/,    NOJIRA: Reverting versions in poms,/,/,100
c51f2d8258ec0537c12e915b7220e8c49c67669f,/,/,    NOJIRA: Reverting versions in poms,/,/,100
fae32653c70a2ef311f97aabe71be8349324c792,/,/,    [maven-release-plugin] prepare for next development iteration,/,/,100
0db4ff4542a1147edc0c9926b5cb38ee3b717d1f,/,/,    [maven-release-plugin] prepare release mahout-0.14.1,/,/,100
f7fe2c250f1e06c165692734e034a7c048cbb774,/,/,    [WEBSITE] Mathjax on dssvd page.,/,/,100
51e59419ef6db8d4d3a8685375d9ce49bc140ef4,/,/,    [maven-release-plugin] prepare for next development iteration,/,/,100
fdbed4e45b0a97cae5fc5899e1b628ff48202e2f,/,/,    [maven-release-plugin] prepare release mahout-0.14.0,/,/,100
0e97d216288cb529948d3a95b54985a8993d8530,/,/,    HOTFIX: Making build work,/,/,100
357f674d8db2c8d9fd2824726ded4784206dd3b0,/,/,    HOTFIX - Assembly release voodoo,/,/,100
b7a99b44553faa9147b4813342bb78ba1c5e11d3,/,/,    NOJIRA: Cleanup,/,/,100
42bb10c89777daf5e1e8ae443da50c5a54fde98b,/,/,    NOJIRA: Resetting pom versions.,/,/,100
eb90d8805ac6a4526b857a8a2a58113b42d3ef53,/,/,    Merge pull request #367 from rawkintrevo/master,/,/,100
58b6cd361c9aa954876f7f1b96180cc63aa27eeb,/,/,    HOTFIX: Adding JavaDocs functionality back in,/,/,100
a194c35b7b4cc9967dd55f2f004fdc14bc7a7467,/,/,    Merge pull request #366 from rawkintrevo/master,/,/,100
a901c2659031461395781ad6767bae859a01f13b,/,/,    Merge pull request #359 from jimmycasey/master,/,/,100
3d54d12b150ffca7e2d5fa50781d4f27140b953d,/,/,    HOTFIX: Source and binary assemblies,/,/,100
3d8aa9f084066c12114527e7620586ad21d8945b,/,/,    NOJIRA: Rolling back relase.,/,/,100
2878b98765a7fcc10d7f2c05bcf10eb9bb6b026f,/,/,    [maven-release-plugin] prepare for next development iteration,/,/,100
33ee492fd61ed983d07beae0ba17c275e9940b3f,/,/,    [maven-release-plugin] prepare release mahout-0.14.0,/,/,100
02cde581157ab3a21dbc17f1533d362aa2b88db5,/,/,    [maven-release-plugin] rollback the release of mahout-0.14.0,/,/,100
be1ec41ae35d2f08b0af5221398755091f34751a,/,/,    [maven-release-plugin] prepare for next development iteration,/,/,100
3543c9dd49931dfc8fbb7347148d765729e418aa,/,/,    [maven-release-plugin] prepare release mahout-0.14.0,/,/,100
d885cf02b51507e6fb98045bb63ec81d67814b22,/,/,    [maven-release-plugin] rollback the release of mahout-0.14.0,/,/,100
878310443e47816d7e75d3ea424d00480186a584,/,/,    [maven-release-plugin] prepare release mahout-0.14.0,/,/,100
0064cde029f1681dd4d81a7ff893a54f24e381d1,/,/,    [maven-release-plugin] rollback the release of mahout-0.14.0,/,/,100
e72eb918b75716e4aa5cdfaba594699943a8aaa4,/,/,    [maven-release-plugin] prepare for next development iteration,/,/,100
5d8b94ecbe0e0be50bcf8e8aa1746c447bb3b497,/,/,    [maven-release-plugin] prepare release mahout-0.14.0,/,/,100
981147db7ede56d94f38c99a429320cf76ca5bdd,/,/,    NOJIRA: Changing scm URLs in pom for maven release plugin.,/,/,100
bb3cb83ca4419d830b69be923d1327d78d17b4e0,/,/,    [maven-release-plugin] rollback the release of mahout-0.14.0,/,/,100
f537d80609736e0a5f88ec514d289173b29ae8b5,/,/,    [maven-release-plugin] prepare release mahout-0.14.0,/,/,100
fdea0d79a8e8c2e96e5a3ceb2011093827961476,/,/,    [maven-release-plugin] rollback the release of mahout-0.14.0,/,/,100
5aed83e35b54bba7cfd012e72b907f82eacbbbaf,/,/,    [maven-release-plugin] prepare release mahout-0.14.0,/,/,100
70120d398df0f1f8f1e88972efe37f2cb938c394,/,/,    Merge branch 'master' of github.com:apache/mahout,/,/,100
1e265c982937ee227921335bc6342cafb7dcd512,/,/,    [maven-release-plugin] rollback the release of mahout-0.14.0,/,/,100
d5f84c94fbf6a63971b55e0051fcf81d1be3f120,/,/,    [maven-release-plugin] prepare release mahout-0.14.0,/,/,100
af6066f4b0fd2e932dd2352ac58da880a053e4d3,/,/,    HOTFIX Bump test profile to JDK8,/,/,100
aa26f695a6ef1923b710ddf8b7c48aafef618796,/,/,    HOTFIX Forgot closing quote,/,/,100
6c1f8a11b4ba45cbd6f3074925e7a4f0d7e07ceb,/,/,    HOTFIX TravisCI work,/,/,100
5122dbe38fee2ee6e3ac617c8b447f38fcfca9a0,/,/,    HOTFIX - Comment out change-scala-version.sh and Ptravis,/,/,100
264974ddad5f97e6a6f9348982505d6ae5f064c8,/,/,    [HOTFIX] Travis-CI Bandaid,/,/,100
a615067cab51de15d1f8d09a666527792081ad07,/,/,    NOJIRA - Testing ability to do rapid changes.,/,/,100
b4ddcd082589b3a452b5ffc5824e2befd01b4994,/,/,    NOJIRA: Removing all travis profiles but one  for Spark 1.6 and Scala 2.10.,/,/,100
70f8c9024fedf94ce6902e94dfaad7990f1b2542,/,/,    NOJIRA: Removing all travis profiles but one  for Spark 2.0 and Scala 2.11.,/,/,100
758cfada62556d679c445416dff9d9fb2a3c4e59,/,/,    Merge pull request #365 from apache/branch-0.14.0,/,/,100
025efffcf1c733bb8fcc83266dcfe56bbfbe961f,/,/,    Merge pull request #364 from apache/master,/,/,100
a29bbd794849e8ad7c179135f199135978c6ad97,/,/,    NO-JIRA Dropped Classifier,/,/,100
0bf221ee9f24adfc9054db059be2899ffdbadc0f,/,/,    NO-JIRA drop spark classifier,/,/,100
545648f6a8f69139757f0328e924c6b16a839441,/,/,    NO-JIRA Trevors updates,/,/,23.87809779
7b0b27b903c415e13ad7de7ea379553cddcafa79,/,/,    Fixed Spelling.,/,/,21.33898604
49ad8cb457079301a87b02e71ba1273c62585bed,MAHOUT-2033,Bug,MR can&apos;t find OpenIntHash and other things like that,,Major,85.72798466
410ed16af1fc587999868dd4990cebfa7d14633e,/,/,    NO-JIRA Clean up MR refactor,/,/,45.45454545
e0573de33887e9d0909f1a5c34313680916b5aee,MAHOUT-2042,Bug,Delete directories no longer in use,,Major,78.170347
0908c521a5c35a2cd107404334db7a89accbb523,MAHOUT-2043,Bug,Move Kryo dependency to top of community engines and engines plugin,,Major,100
02f75f997bbc01083a345287072e821bfe4f1558,MAHOUT-2034,Improvement,Add &quot;examples&quot; module,,Major,39.49953945
62297da7ea5dc72e73e6d2c749ac73664c283c15,/,/,    NO-JIRA put Algorithms menu on the front page,/,/,100
a6db60ddd0a02d1f16bd4b95ac1d243a4d3c7102,/,/,    NO-JIRA change layout for recommender docs,/,/,100
eec16428d2d9ce1158867b8ebf6f68e194058ec0,/,/,    NO-JIRA fixing duplicate files to contain the same content  adding algorithms to the main menu,/,/,100
0a51eb0f5bf3e70575b8b5527de23d05650d8bdd,/,/,    fixed markdown and typos in Intro to Correlated Cross-Occurrence Recommenders with Spark,/,/,100
5a1d85f59f3503102298b410a0b81c2acb458a76,/,/,    NO-JIRA fix markdown and update intro to recommenders page,/,/,44.95703302
aa57e2f171ee8836f2645c1cdd087faf2ee1f934,MAHOUT-2038,Bug,Add checkstyle plugin,,Major,100
eff8b1fd6a5c871331345d40bc1c9061b7ea2a40,MAHOUT-2039,Bug,Add maven-enforcer plugin,,Major,44.95703302
574ccc990673afdd34cb47f2b50f4379c5823212,/,/,    NO-JIRA News Update,/,/,100
d4def830db4570ca06b65e67decaa7dcfa64f7b8,/,/,    closes #352 *Epic Completed*,/,/,100
209d09e12c33b04cc0dd35c267e5be2017ace755,/,/,    NO-JIRA website navbar links closes #355,/,/,100
6990bd5adca7a83308301cec0fa5fb27849d47dc,/,/,    NO-JIRA grammatical error on README.md closes #354,/,/,100
edb29e5f2e7b4acf288cf106b7a58d0b3b80c965,/,/,    NO-JIRA fix typos closes #356,/,/,44.95703302
abcc6456756b45f2ed14ff6c8ffecf893d679cc7,MAHOUT-2041,Bug,Add java/scala doc plugins,,Major,100
0fca1c0f6f2e9f45905171ac80550e33e72c477e,/,/,    HOTFIX Add mahout-mr profile to website,/,/,100
ff658853dc7d6a588b60957119c4183a8e00bd9b,/,/,    HOTFIX Add Classifier to cli-drivers dependency,/,/,100
c317393277c56ed789246b17fabbcea18679ba9a,MAHOUT-2036,Improvement,Create profiles,,Major,100
98d345cbca531ab8906a447b3c949d9871462cf1,MAHOUT-2037,Bug,Add release plugins,,Major,100
5acdd99d30eb79b6d7996e82099a2ecd7e50fa34,MAHOUT-2037,Bug,Add release plugins,,Major,100
d076ab6bee986a26b336459c449afe2af0547dae,/,/,    [maven-release-plugin] prepare for next development iteration,/,/,100
9e2f710041445b63b87a3ae021354721e55d91ff,/,/,    [maven-release-plugin] prepare release mahout-release-test-00001,/,/,100
8d407a161f15f194a4af2452a3cbe12947971f67,MAHOUT-2037,Bug,Add release plugins,,Major,100
01aec6b39e8a5cc72675be5b2641ddca4f38adab,/,/,    [maven-release-plugin] rollback the release of mahout-0.14.0,/,/,100
f8e728ab7724d02a800b31fa4007fb9725c417d1,/,/,    [maven-release-plugin] prepare release mahout-0.14.0,/,/,100
f7719650ddccb313c68483eb7dd1cd855b425014,MAHOUT-2037,Bug,Add release plugins,,Major,100
6867631269e1de85b3965473219c01b3d9f1aee9,/,/,    [maven-release-plugin] prepare release mahout-0.14.0,/,/,100
03432eaa383ad10a95b1c7d3d1db590ffa0678b7,/,/,    [maven-release-plugin] rollback the release of mahout-0.14.0,/,/,100
5aacd5bede9fbf78fc1347cc85a42a498408b1ce,/,/,    [maven-release-plugin] prepare release mahout-0.14.0,/,/,100
9f9b518b79f6950879f8141500ebc12149caa442,MAHOUT-2037,Bug,Add release plugins,,Major,100
7b9eea4673e8325f49d184ed5275afacfd851026,MAHOUT-2037,Bug,Add release plugins,,Major,100
c23a9f696f33994b8f733aa09ce4540f9e0bc4a4,/,/,    [maven-release-plugin] prepare for next development iteration,/,/,100
ed37c220cbd86b11dde67e6290151ac13f227772,/,/,    [maven-release-plugin] prepare release mahout-0.14.0-rc1,/,/,100
2d53a5c6b08c1fb16bef048443f718c1bad39c10,MAHOUT-2037,Bug,Add release plugins,,Major,100
505f08553970471edfeb251f2f54396e4793704e,/,/,    [maven-release-plugin] rollback the release of mahout-0.14.0,/,/,100
a39ccda97cb02b2c9445ad2dd68e203d511f32bc,/,/,    [maven-release-plugin] prepare for next development iteration,/,/,100
5ca36a458dbafee65244514fc0b46f4672ddfc49,/,/,    [maven-release-plugin] prepare release mahout-0.14.0,/,/,100
3ee84f9c1dec2c559050e371362aeaf8f02ebbba,MAHOUT-2037,Bug,Add release plugins,,Major,100
020a187523266dad14da2dc36ca87d7cc186de82,MAHOUT-2032,Improvement,Delete files from lib/ on mvn clean,,Major,99.71804511
4f18f402a289de7fb41f067c411bd059d3b0138d,/,/,    added rat plugin and licenses where reqd,/,/,100
65c8aae283540df0a9ba68bbacb15e09d757a526,/,/,    have to commit each change for release plugin,/,/,100
5eda9e1fdd390a94fe7740ff196b5de155d9e3d6,/,/,    end of day 6-2-2018,/,/,56.28400056
33d1a6e699c688191fe079bfa427f89dbbe532e4,/,/,    end of day,/,/,85.22190746
7dff35bc3c61c3e0b95e8e59406742be15203a69,/,/,    WEBSITE-NOJIRA Direct download on homepage button,/,/,100
84f389140c3781ace210ad9fc977f0d464666644,/,/,    WEBSITE-NOJIRA Add mahout-version,/,/,100
71ce4bf599f7abe8508724d124fa4554153055c6,/,/,    WEBSITE-NOJIRA Added Clustering to Navbar,/,/,100
5c51c60180b05f5ea70ef7b86daf62c7e250ef08,/,/,    WEBSITE-NOJIRA Added mahout-version variable,/,/,100
36da4cf3d4982e246191a3ec7eac2495a25f8a86,/,/,    WEBSITE-NOJIRA Added Fn for news,/,/,100
d53d444374c874a89abd87042a4bdd6a57915258,/,/,    WEBSITE-NOJIRA Fix Mahout Overview Link,/,/,100
4c1d12e39801ca7e2fa1170190d77e150ff11d66,/,/,    WEBSITE-NOJIRA Fix Download link  etc.,/,/,100
b9895898d799ae913ad2b37e10b4ae75467b5e37,/,/,    EMPTY commit to kick re-establish asf-pages mirror,/,/,100
6141be782e271748c9839de1e2b837eabb25033c,/,/,    WEBSITE-NOJIRA Fix API Docs Link,/,/,100
1c528a194ebad97f24934685e7bfd9872ebe3019,/,/,    WEBSITE-NOJIRA Various website fixes,/,/,100
b887ab3653590c854f2b118162114f1133b9534d,/,/,    Merge branch 'master' into mahout-1981,/,/,100
2f55adeffebef2fdd1295deb1c44489d33b0b495,/,/,"    Revert ""Fixing conflicts'""",/,/,99.58706125
df08a37c4112cbe1161f5c20f985e9c1c9abff42,/,/,    Fixing conflicts',/,/,99.58706125
ca8b4935c4014397ee4ffc7cd7964dce0979cdf6,/,/,    doap_Mahout.rdf,/,/,100
9a2055e7b7bd1788b0b7523367772650ffdb6b53,/,/,    NOJIRA: Shrinking the home page splash area vertically  moving ASF logo to the top.,/,/,100
5a07b51b4f85ea54ee234bd8e2bc320f49f8968c,/,/,    WEBSITE removed themes- no longer used- updated how-to-update-website.md,/,/,100
fc36bef157dc47d9572c4cfd460067e1916910a0,MAHOUT-1981,Improvement,Update Home Page,website,Blocker,100
03918713563bf6aac55299d7239c4e042795faf0,MAHOUT-1981,Improvement,Update Home Page,website,Blocker,100
9beddd3108ae453091a21a881c6693016f5f2012,MAHOUT-1981,Improvement,Update Home Page,website,Blocker,100
ec5eb314fa4c9c30282c78ee1d1e033148674015,/,/,    New Website courtesy of startbootstrap.com,/,/,100
4f2108c576daaa3198671568eaa619266e787b1a,/,/,    [WEBSITE] Small change to make sure publishing,/,/,100
8a7bd9156880f3f12509c64cda62ac389cbb4f7d,/,/,    [WEBSITE] Updating Front Site Config,/,/,100
9fe4aadc731ffecf3996992b51b8044c880b0e94,/,/,    [WEBSITE] Download Javadocs if not present,/,/,100
1e6584d78e8dc83c04fd1c29a8b01d7e63b6005d,/,/,    [WEBSITE] Issues with build_site.sh,/,/,100
697eae12c513f15e97a18b8a4e143fdc53064b7f,/,/,    [WEBSITE] Deleted frontsite,/,/,100
2483037dc65fd69a508759f241e62709ea780af3,/,/,    testing for infra,/,/,100
52154565410a7ebb9f9cdfe13ad9f039c1f8abb7,/,/,    sync asf-site to github with empty,/,/,100
c80e00f894779b9c937eea280b3b7c39d07ed610,/,/,    [WEBSITE] Jekyll build path command updates,/,/,100
2613883f2f6af05e69cdcc5945a456480747566e,/,/,    [WEBSITE] Update how-to-update-website instructions,/,/,100
f0a246a341cdf66e1ff727a469ed268c00b7ebfe,/,/,    [WEBSITE] Build_site.sh lost executable again,/,/,100
2872a3082549731314e4426774978da86698aa3a,/,/,    [WEBSITE] Build_site.sh lost executable again,/,/,100
bb33d9a5a09a8b77c0853c41cd85228cecc40675,/,/,    [WEBSITE] Build_site.sh issues,/,/,100
d5014fc543343b08a0c876c2b76d09f86092e86c,/,/,    [WEBSITE] Build-site.sh executable,/,/,100
fe77fc19fc0c4d0c05c55a30a473acc71e30f1de,/,/,    [WEBSITE] Move BuildingMahout.md,/,/,100
e591012439c04e98d669ef9732fde865a9ef76fa,/,/,    [NO-JIRA][WEBSITE] Emergency surgery 1  jeckyll not building,/,/,100
b213213a302caa91fc4b5a64247a4a1862244b38,/,/,    [NO-JIRA][WEBSITE] Make build_site.sh executable,/,/,100
54f01bce24a946b2f93f6606f6c970e62c3c57ee,/,/,    large commits (website) can break mirror  trying to re-sync,/,/,100
5f3133c337ca89893b0accb2e7edae9a4e756166,MAHOUT-1984,Improvement,Establish procedure for publishing new website,website,Major,100
defbbd20f78c7b9e0bcc3a81d3d79d76be32cf23,/,/,    NOJIRA Fix LastFM CCO Row Cardinality Bug closes apache/mahout#351,/,/,100
1d198100aa02005e8e5e0319ca2a08113bf58468,/,/,    closes apache/mahout#338,/,/,100
a128b768e62a229be845855ecee235240efec8f7,/,/,    closes apache/mahout#236,/,/,100
6188fa578acdfb275119a4f85ba128fc0506b4f8,MAHOUT-2007,Bug,Fix wikipedia xml dump url in examples,,Major,100
800a9ed6d7e015aa82b9eb7624bb441b71a8f397,MAHOUT-2019,Bug,SparseRowMatrix assign ops user for loops instead of iterateNonZero and so can be optimized,Math,Major,100
d9b32f308804859b382e855d5a323a62ba7153e1,MAHOUT-1999,Improvement,Automate Release Process with Build Script,build,Major,100
fe4cb1a0919eebd8262ad8f0ff142a53de9eba42,MAHOUT-2018,Bug,missing dash delimiter in mahout-spark module pom.xml,,Major,100
be254cdf3d7d24826e52a0f3db66902e485fad43,/,/,    closes apache/mahout#337,/,/,100
b99e71c32c9fece5acf4485e7f3073d50240336a,MAHOUT-2012,Bug,Hard Coded Block in Canopy Cluster (Samsara),Algorithms,Major,100
e56378cf7191fefa56eab6c17266a956d01f709e,/,/,    (NOJIRA) Manual rollback to 0.13.1-SNAPSHOT + cosmetic fixes,/,/,99.58706125
d108041d92faa0327339e478305222022b858329,/,/,    still broken  but profile order matters,/,/,100
aedb0243715058c5e32a7026b7350e221b3fc788,/,/,    throwing poo at the wall,/,/,100
cbdec6e059a07f2f33a3e67a5f3ce1febf963651,/,/,    distribution was looking for jar named with classifier,/,/,100
2670242f0d065bf2deb521f337d7a2d8b705b0b2,/,/,    moved distribution module to end,/,/,100
0f82e09527150753901ea0deeb2fcec8d45de781,/,/,    moved integration module to end,/,/,100
50f605a0d5c484a5b0d4028fb09d15aba57a290a,/,/,    add scala version to spark profiles or math-scala doesn't build,/,/,100
e2dde2272fe5956faaf1da2b34bc9119d7f33a5d,/,/,    h2o dependency reduced,/,/,100
ecf642f7de1fd56435282e7db6734e6abe359d7b,/,/,    fix antrun copy issue on h2o,/,/,100
89484d8791bbeba6ccd42271de67d76541529100,/,/,    added tests,/,/,100
9f83099af8c9e788da00cdb422f9e97ac8492961,/,/,    failing on h2o  but works otherwise,/,/,100
b3c6708bab882e2637a854b1a00ec21dbe268b2d,/,/,    better cleaning,/,/,100
9a4f9d36298259274dac94665eda7ce9e482cdbd,/,/,    viennacl and viennacl-omp Pall-scala,/,/,99.58706125
72dfcee8c15594c7d3cc9daee13de0752451a48b,/,/,    rebased off of master fresh,/,/,100
e3530b24132b39ee7ada7d5ec9a9edf388984fb1,/,/,    [maven-release-plugin] prepare for next development iteration,/,/,100
4149843c13c8eb5c54deaad3fd77a22968c5f966,/,/,    [maven-release-plugin] prepare release mahout-0.13.1,/,/,100
47a9362255fed1e1f8a21c1bf93549b308987d52,/,/,    Merge branch 'master' of https://git-wip-us.apache.org/repos/asf/mahout,/,/,100
8c14b309cb4319cb304b68328bc646a3ec48f55d,MAHOUT-1999,Improvement,Automate Release Process with Build Script,build,Major,100
9595d30ad1db5d77920d887c8676082c1375bce5,/,/,    NOJIRA : small website update,/,/,100
d043db4035f641b92be392bdb09320e896a93c0a,/,/,    convenience script to build oldsite,/,/,100
74766e309cb371059ce73fe2f7a585d6757662a4,MAHOUT-1998,Bug,Update POMs for Spark Build Names,spark,Blocker,100
ef5820f22f6a3e7acfdcde278bc28e8c8f0c41d1,/,/,    [maven-release-plugin] prepare for next development iteration,/,/,100
c806504cd9b85705659a27c12116b9ef04a22dad,/,/,    [maven-release-plugin] prepare release mahout-0.13.1-rc1,/,/,100
d264c1b6a3dd5451ff002f86bd241098a4b6f5f6,/,/,    [maven-release-plugin] rollback the release of mahout-0.13.1,/,/,100
f04fa9afe83ce9e147909c9956b62f05f6257aba,/,/,    [maven-release-plugin] prepare release mahout-0.13.1,/,/,100
d3fb367b31cfe7932e2c1c5607838158b8df0e73,/,/,    [maven-release-plugin] rollback the release of mahout-0.13.1,/,/,100
3f8d181ca519982c95e7d2f83f8d0701748406f2,/,/,    [maven-release-plugin] prepare for next development iteration,/,/,100
6081793d063381c3e6c7ef121ee66660ec789ce6,/,/,    [maven-release-plugin] prepare release mahout-0.13.1,/,/,100
2be27b3784412beb907374026cd5e5c787a55eec,/,/,    NOJIRA: Updating how to release page.,/,/,100
182ef0229842054ba1bbad4352791d493546ade1,/,/,    closes apache/mahout#324,/,/,100
b41e140cc01a58a233eb91e632ed5e1780607406,MAHOUT-1969,Improvement,Create Profiles for Spark 1.6  2.0.2  2.1.0,,Major,100
5a3b4f509cfca5ab7ce5fe85a4fd006e89e460c8,/,/,    NOJIRA - run-item-sim.sh patch closes apache/mahout#325,/,/,100
fed8c472084b976965b59cdc3129d20e7fde7735,/,/,    closes apache/mahout#179,/,/,100
36c15d8a633f6836b35578e9915c96f4ca71ac55,MAHOUT-1994,Bug,Remove ViennCL jars upon mvn clean.,,Blocker,100
a799ead59aa77cab0596f72bbe40872b59367e35,MAHOUT-1795,Improvement,Release Scala 2.11 bindings,,Major,100
48d6ca51738f9560aced6e15e1201025243a0d90,MAHOUT-1973,Bug,When building profiles conditionally (say Flink  Viennacl) a hadoop.version related error occurs. Need to check if conditional building of other modules also has this error and fix the issue.,build,Minor,100
c17bee3c2705495b638d81ae2ad374bf7494c3f3,MAHOUT-1988,Bug,ViennaCL and OMP not building for Scala 2.11,,Blocker,100
e74c478d223c9f2ec90478dd2236c1b886bc5050,MAHOUT-1989,Bug,Paul Komarek&apos;s Thesis URL is 403&apos;ing,Documentation,Trivial,100
31833fa6827729155934be77bdde7c546ebd47f3,/,/,    WEBSITE Typos and grammar closes apache/mahout#320,/,/,100
c29496cb11372baddbb76acdee51530347525645,MAHOUT-1976,Improvement,Add Canopy Clustering Algorithm,Algorithms,Major,100
